External ID,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens
MSM6J2K2,0,0.80841,0.04353,0.22369,0,0,0,0.00661,0.00139,1.2561,0.07663,1.16801,0,0,0,0,0.4583,0.55668,0.21483,0,0.03706,0,0,0,0,0,0,0.31167,0,0
MSM6J2IO,0,0,0.46911,0,0.02287,0,1.46888,0,0,0,0,8.54847,0,0,0.25025,0.06907,0.02279,0,0,0,0,0.09705,0.00718,0,3.60883,0.02713,0,0,0,0.18088
PSM7J1BX,0,0.23303,0.00727,0.68506,0,0,0,0.24496,0.13294,0.87245,0,1.69332,0,0,0,0,0.00522,0,0.00835,0,0.10586,0,0,0,14.29453,0,0,0,0,0
MSM6J2PQ_P,0,0,0.17603,0.49061,0,0.04339,0.06725,0.2404,0.05029,0,0,0.97097,0.01889,0.31023,0,0,0.00338,0,0,0,0,0,0,0,1.89349,0,0,0,0.10878,0
MSM9VZJB,0.80564,0.07541,0.07612,0.87318,0.00112,0,0.02649,0.00953,0,0,4.00115,0,0,0,0,0,0.8229,0,0,0,0,0,0.06573,0,10.76198,0,0,0,0,0
HSMA33PN,0,0,0.47355,0,1.85333,0,0.2236,0,0,0,0,0,0,0,0,0.16547,0,0,0,0.72833,3.2314,0,0.31911,0,0,0,0,0,0,1.80903
MSM9VZN4_P,0,0,0.07945,0.9223,0,0,0,0.00239,0.13167,15.48079,0,0.03112,0,0.02342,0.0074,0,0,0,0.46321,0,0.58918,0,0,0,3.83606,0,0,0,0,0
ESM5MEA9_P,0,0,0,0.02258,0.07519,0,0,0,0.31367,0,0.01299,0.00812,0,0.04986,0,0,0,0,0,0,0,0,0,0,33.086,0.0994,0,0,0,0
CSM67U9B,0,0,0,0.33776,0.00124,0,0.00501,0.5722,0,0,0.4575,2.86154,0,0,0,0,8.02853,0,0,0.03572,1.09089,0,0,0,2.39424,0,0.2853,0,0,0.00272
HSM7CZ1E,0.10035,0.04934,0.13318,0.00971,0,0,0,0.01795,0.00096,0,0.00651,0.43237,0.0069,0,0,0,0,0.66073,0,0,0.01004,0,0,0,0.39422,0,0,0,0,0
HSMA33MV,0.01135,0,0,1.26063,0,0.90151,0.09649,0,0,15.32094,34.46057,0,0,0,0.05084,0,0,0,0,0,0.21004,0.00083,0.00639,0,0,0,0,0,0,0.16063
HSM7CYY7,0,14.00028,0.00116,0,0,0,0.10751,0,0,0,0,0,0,0,0.33763,0.1024,0,0,0,0,0,0,0.24519,0,0,0,1.32707,0,0,0
MSM6J2K8,0,1.32818,0.0264,0.49617,0,0,0,0.02385,0.014,2.15011,0.24495,4.27981,0,0,0,0,1.21888,1.01344,0.9328,0,0.07989,0,0,0,0,0,0,1.66025,0,0
HSM5MD53,4.3399,0,0,0,0.07623,0,0,0,0,0,0,0,0,0.86159,0,0,0,0,0,0,0,0.45104,0.02568,0,22.83685,0.01143,0.00077,0,0,0.83974
MSM9VZEK_TR,0,0,0,1.94383,0,0,0,3.62051,0,0,0.36892,0.74872,0,0,0,0,2.90237,0,0,0,0,0,0,0,1.08142,0.09259,0,0,0,0
PSMA266Y,0,5.41553,0.05048,0,0,0,0.56339,0.00142,0.00361,0,0.21782,0,0,0.03286,0.01415,0.01499,0,0,0,0,0,0,0,0,0,0.01051,0,0,0,0
HSM7J4G8,0,0.21726,0.00962,0.79829,0,0.71136,0,0.00207,0,14.86013,1.36383,5.20482,0,0.00134,0.00612,0,21.31355,0,0.09434,0,0.37843,0,0,0,9.61594,0,0,0,0,0
PSM7J19Z,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13919,0,0,8.53968,0,0,2.63208,0,6.6714,0,0,0,0.02235,0,0,0,0
PSM6XBSA,0,0,0,0,0,0,0,0.02928,0.02394,0.37572,0,0.50739,0,0,0,0,0,0.79201,0.00044,0,0,0,0,0,22.97076,0,0,0,0.00863,0
CSM79HPQ_P,0,0.17836,0.05082,0,0,0,0.22502,0.09078,0,0.69289,0,0,0,0,0,0,0.40923,0,0,0,0,0,0.00465,0,0.50452,0,0,0,0,0.65376
MSM9VZEM,0,0,0.028,0,0.02941,0,0,0.04952,0.10212,0,4.73844,0,0,0,0,0,0.56647,0,0,0,0,0,0,0,1.37303,0,0,0,0,0
PSMB4MC7,0,0,0,0,0,0,0,0.11411,0,0,0,0,0.02218,0.02656,0,0,0,2.15351,0,0,0.55923,0,0,0,1.3959,0,0,0,0,0
MSM79H94_P,0,3.48141,0,0.37318,0,0.01293,0,0,0,0.0169,0,6.14637,0,0,0.01564,0,0,0,0.06752,0,0.0224,0.01908,0,0,0.0112,0,0,0,0,0
HSM7J4MC,0.01824,0.07033,0.00637,0.31247,0.22536,0.00265,0.38761,0.00271,0.17161,0.00635,0.27155,2.63527,0,0,0.02359,0,0.07206,1.26232,0.21167,0.05957,0,0,0,0,23.5933,0.41841,0,0.03197,0,0
HSMA33J7,0,0,0.1008,1.34991,0,0,0.01708,0.01334,0.22516,0,1.39632,13.12339,0,0,0.37101,0,0,0,0.35039,0,1.35355,0,0,0,8.89989,0,0,0,0,0
HSM5MD5X_P,1.05875,3.08306,0.95252,0.01276,0,0.00126,0.00161,0.03122,0,0.13959,0.00037,0,0,0.69856,0,0,0,0,0.06723,0,0,0.06601,0,0,1.53434,0.11594,0,0,0,0.00202
PSMB4MBS,0,24.6695,0.42267,0.97513,0.0885,0.16417,0,0,0.91624,24.35206,0.8483,3.87002,0,0,0,0,0,0,0.03288,0,0.08148,0,0.12491,0,0,0,0,0,0,0
HSM7CZ2V_P,0.01519,0.45503,0.19019,1.11985,0,0.14509,0,0,0.03581,2.36501,0.07479,2.68219,0,0,0.08186,0,0,0.05311,0.12075,0,0,0,0,0,19.96878,0,0,0,0,0
HSM7J4KA,0,0,6.1209,0,0,0,0,0,0,0,0,0,0,3.43693,0,0,0,0,0,0,0,0,0,0,6.9851,0,0,0,0,0
PSMA269O,0,3.99943,0.06229,1.47105,0,1.41052,0,0,0.58138,39.43116,0.41602,5.35317,0,0.01158,0,0,0,0,0.03995,0,0.68099,0,0.00068,0,0,0,0,0,0,0.0024
MSMAPC66,0,0,0.28465,0.66783,0.01962,0.0131,0.1087,0.77638,0.48157,0.66775,0.06669,1.91897,0,0,0,0,18.82377,2.93132,0.35715,0,0,0,0,0,6.95672,0,0,0.24445,0,0
CSM7KOJY,0,0,0.19809,0,0.04546,0,0.03869,0.26832,0,14.02171,0,0,0,0,0,0,0,0,0,0,0.11488,0.0099,0,0,0.31222,0,0,0,0,0.26583
MSM9VZEU,0,20.64827,0,0,0,0,0,0,0,0,0,0,0.1346,0.00904,0,0,0,0,0,0,0,0,0,0,0,0.01411,0.9113,0,0.74071,0
HSM5MD82_P,0.08727,0.09717,0.01938,0.4438,0.00172,0.02717,1.45355,0.08182,0.36319,0,5.10931,6.63253,0.00152,0.00705,0.02407,0,0.02544,0,0,0,0,0,0.04973,0,3.00839,0,0,0,0,0.00677
HSM7J4JH,0.02738,0,0,0,0.68889,0,0,0,0,0,0,0,0,0.03722,0,0,0,0,0,0,0,0,0,0,0,0.4153,0,0,0,0
MSM5LLI4_P,0,5.89029,0,0,0,0,0,0,0,0,0.66463,6.13022,0,0,0,0,1.1564,0,0,0,0.25713,0,0,0,49.6712,0,0,0,0,0.00306
CSM67UF1,0,2.61749,0.09633,0,0,0.01602,0,1.02166,0,0,0.00298,0,0.03918,0.49497,0,0,0,0,0.15497,0,0,0.02837,0,0,12.21354,0.12967,0,0,0,0
PSM6XBVI,0,8.9201,0,0.46873,0,0,0,0.01356,0.07965,0,0.83699,0,0,0.01397,0,0.11331,0,0,0,0,0.02436,0.01543,0,0,0,0,0,0,0,0
HSMA33LB,0,0,0.22891,0,0,0,0,0.32202,0,0,0,0,0,0,0,0,0,1.34544,0,0,0,0,0,0,10.02164,0,0,0,0,0
CSM5MCYI_P,0,2.56972,0.00424,0,0,0.00133,0,0.73575,0.01164,0.08151,0.00926,0.00666,0,1.51431,0,0,0,0,0.91533,0,0,0,0,0,22.16866,0.44658,0,0,0,0
HSM67VDX_P,0,1.50198,3.51538,0.65922,0,0.80534,0.33472,0.50853,0.00473,20.37394,1.3534,5.39551,0,0,0.01969,0.00229,0,0,0.0352,0,0.03619,0,0.04468,0,13.66566,0,0,0,0.26392,0
CSM7KOPW,0,0.41403,0,3.16195,0,0.0696,0,0,0,0,0.43606,0,0,0.17015,0,0,0,0,0,0,0,0.31227,0,0,0,0,0,0,0,0
CSM7KOUB,0,0.01717,0.05615,0,0.0266,0.45617,0.01116,0.07372,0,0.5357,18.26982,7.42157,0,0,0.04793,0.78319,0.68458,4.10661,0.14418,0,0,0,0,0,5.70915,0,0,0,0,0.00897
MSM79HEA,0,1.02984,0,0,0,0,0,0.11686,0,0,0,0,0,0,0,0,0,0,0,0,0.04859,0,0,0,0,0,0.0034,0,0.06933,0
CSM79HR2,0,0,0.13795,0,0,0.03128,0,0,0,14.5386,0,0,0,0,0.0146,0,0,0,0,0,0.0685,0.00204,0,0,0.00168,0,0,0,0,0
HSM7J4IO,0.03816,1.26507,0.39644,0,0,0.67847,0,0.09163,0.51111,0,0.18195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96359,0,0,0,0.06875,0
PSMA264K,0,0.1344,0.00336,0,0,0,0,0.01021,0,0.164,0,0,0,0,0,0.00648,0,0,0,0,0,0,0,0,40.58271,0,0,0,0,0
CSM7KOUN,0,0,0.0058,0,0,0.02127,0,0.01415,0.32743,6.1107,0,0,0,0.02495,0,0,0,0,0,0,0.44654,0,0,0,0.00099,0,0,0,0,0
HSM7CYXO,0,0,0.02512,0,0,0,0,0,0.03035,0,0,0,0,0.04324,0,0,0,0,0,0,0.06431,0,0,0,44.39508,0,0,0,0,0
MSM9VZNH_TR,0,0,0.48927,0.31154,0,0.01072,0.03626,0.27604,0,0,0,0.33811,0.39451,2.02853,0,0,0,0,0,0,0.0525,0,0,0,0.3998,0.02065,0,0,0.12119,0
HSM6XRQC_P,0,65.69247,1.59058,0,0,0,0,0,0,0,0,0,0,6.76244,0,0,0,0,0,0,0,0,0,0,9.53802,0,0,0,0,0
CSM79HMT,0,0.37775,0.00921,0.21221,0,0,0,0.0875,0.38047,0,2.14338,5.08019,0,0,0.00869,0.08496,0,0,0.03782,0,0,0,0,0,19.06778,0,0.02764,0,0,0.14305
HSMA33OX,0,0,0.20606,0.12782,0,0.46826,0,0.09615,0,0,0.56449,3.46974,0.14986,0.10135,0.02179,0,0,0.57413,0.12379,0,1.58344,0,0,0,11.18096,0.12401,0,0,0,0
MSM9VZLD,0,0,0,0.64928,0,0.00723,0,0.00153,0.0948,12.85905,1.36694,2.91712,0,0.0201,0,0,7.25766,1.11311,0.07236,0,0,0,0,0,1.14786,0,0.20662,0,0.18138,0
MSM79HDI,0,0.03232,0,0,0,0,0,0,0,0,0,0,0.12715,0.05862,0,0,0,0,0,0,0,0,0,0,0,0.00171,0,0,1.14247,0
PSM7J1AM,0,0.25225,0,0,0,0.54472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSM6XRT4_P,0.1375,6.56901,0.18418,0,0,0.01371,0.01525,0.07475,1.95385,0.01991,2.28404,0,0.0196,0.01873,0.12616,0.0571,0,0,0,0,0,0,0.2481,0,0.26664,0.10035,0,0,0,0.05174
PSM6XBVY_P,0.08676,0.32203,0,1.82216,0,0.00549,0.02235,0.69462,0.35343,0,0,11.20731,0,0.05375,0.0334,0,0.20621,0,0.10583,0,0,0.01148,0.00479,0,17.26551,0,0,0,0,0
MSM5LLF8,0,0,0,0,0,0,0,0,0,0,0,0,0.31404,5.35464,0,0,1.92987,0,0,0,0,0,0,0,0.04107,0.00065,0,0,0,0
MSM9VZMA_TR,0,5.54173,0.02652,0.88592,0,0.03025,0.0251,0.02758,0,0,0,5.89859,0,0,0.05974,0,0,0,0.02761,0,0.79805,0.00698,0,0,0,0,0,0,0,0
CSM79HGV_P,0.48781,0.86127,0.43165,0,0,0.02327,0.00551,0.00153,0.07689,0.13611,7.27909,4.47841,0,0.0025,0,0,0.14735,5.99097,0,0,0.01224,0,0,0,0.2589,0,0,0,0.00168,0.00602
HSM5MD5F_P,0.12692,0.16702,0.25361,0,0.15196,1.15175,0.31085,0.13496,0.60231,0.09423,0.2363,0,0,0.03886,0.63819,0.01198,0,0,0,0,0.34946,0,0.02052,0,0.44221,0.0086,0,0,0,0.0544
HSM67VF9,0,22.07088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11049,0,0,0,0,0,0,0,0,0,0,0,0
MSM9VZGW,0,0,0.15295,0.21871,0,0,0.03767,0.41267,0.15363,9.42321,0.10487,1.75208,0,0,0.28585,0,0,0.52216,0,0,3.61642,0,0,0,0,0,0,0,0,0
MSM79H5U,0,0.8366,0.01088,0,0,0,0.4618,0,0.95058,0,1.77314,6.30866,0,0,0.03332,0,0,0,0.12609,0,0,0,0,0,16.4219,0,0.12576,0.08172,0,0
CSM7KOOP,5.81257,0.49126,0.02167,0.34009,0,0.10434,0,0,0.33261,0,9.72572,4.90919,0,0,0.00823,0,1.04388,1.58621,0,0,0.03342,0,0,0,0,0,0,0.29152,0,0
CSM79HG7_P,0,2.25981,0.0123,1.71107,0,0,0,0.01534,0,0.13484,0,13.5409,0,0,0,0,0.67274,0,4.08339,0,0.0057,0,0,0,0,0,0,0,0,0.54268
CSM79HIR,0.02353,0.26528,0,2.32585,0.0132,0.02637,0,0.06299,0.12966,0,1.74647,11.29326,0.00402,0,0.00164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08432
HSM7J4JN,59.01601,0,0.03272,0,0.08895,0,0,0,0,0,0,0,0,0.01777,0,0,0,0,0,0,1.37305,0.01404,0.0007,0,0,0,0,0,0,0
CSM79HGX,0,0,0,0.2309,0.03364,0,0.00602,0.00571,0,0,0.09277,2.70253,0,0,0,0,1.84982,0,0,0.08882,0,0,0,0,12.2625,0,0.03092,0,0,0
PSMA2671,0,5.4367,0.2034,0,0.00828,0,0.57037,0.44852,0,0,0.52226,0,0.04735,0,0.01246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM79HLA_TR,0,0,0,0,0.01276,0.11572,0.02682,0,0,0,0.00585,0,0,0,0.72492,0,0,0,0,0.01461,0,0.03715,0.28352,0,15.05139,0,1.81904,0,0,1.56163
MSM9VZOG,3.55456,0,0.04312,0,0,0,0.33899,0,0.03341,40.84834,0.00111,1.82381,0.00837,0.71678,0.00171,0,0.56322,0,0.24493,0,0.47413,0,0,0,0,0.05,0,0,0,0.07513
HSM5MD6I,0,0,0.04387,0,0,0.03661,0.10187,0.12049,0.03475,0,1.62224,0,0,0,0.02369,0.00082,0,7.51584,0.11317,0,0,0,0.02152,0,47.39936,0,0,0,0,0
HSM5MD4A_P,5.07136,8.80817,0,0,0.03293,0,0.0049,0,0,0,0,0,0,0.49821,0,0,0,0,0,0,1.19389,0,0,0,0,0.00238,0,0,0,0
HSM6XRTG,0.13841,0,0,0.21544,0.00341,0.30382,0.56322,0,0.02037,0,0.77006,2.24906,0.02007,0,0.01437,0,1.41567,0,0,0,0,0,0,0,0.2824,0,0,0,0,0.01937
HSM7J4I9,0.14986,0,0,1.10468,0,0,0.65447,0.45686,0.11895,0.09982,1.73802,22.89892,0,0,0,0,0.46119,0,0.33903,0,0,0,0.00173,0,6.54517,0,0,3.83852,0,0.03806
CSM79HNO,0,9.30175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38151,0.74304,0,0,0,0,0,0,0,0
MSMAPC57,0,2.81144,0,0,0.29455,0.13173,0,0.2942,0,0,0,0,0,0,0,0.04351,0,0,0,1.50773,5.09113,0,0,0,0,0.06271,0,0,0,0
MSM6J2J3,0.33926,0,0.07228,0.64162,0.0012,0.91555,0.01543,0,0,0,0.44491,1.71899,0,0,0.20743,0,0.0095,1.63503,0.39151,0,0.58796,0,0.00113,0,0.52284,0,0,0,0,0
ESM5MECQ,0,0,0,0,0,0.02125,0,0.17166,0,0,0,0,0,0.09166,0,0,0,0,0,0,0.29268,0,0,0,0,0.06186,0,0,0,0
HSMA33N4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM9X21T,0,0,0,0.63888,0.12659,1.45065,0,0.15901,0.40135,0,0,0,0.04645,0,0,0.00056,0,0,0,0.54798,0,0,0,0,31.25195,0,0.00278,0,0,0.00644
MSM6J2RU,0,0.84201,0.13864,0.8344,0,0,0.00073,0.17126,0.14424,2.26491,0.19848,5.64973,0,0,0,0,1.45099,1.55093,0.72246,0,0.34871,0,0,0,0,0,0,0.55836,0,0.00189
PSM7J186,0,0,0,0,0.00344,0,0,0,0,0,0,0,0,0.31093,0,0,0,0,0,0.17943,1.65094,0,0.05331,0,0,0.00275,0,0,0,0
ESM5MED2,0,0,0,0.24342,0.00924,0,0.15227,0.07374,0,0,0.01096,1.06925,0.0164,0.1139,0,0,0,0.31114,0.06306,0,0.21271,0,0,0,1.05383,0.16103,0,0,0,0
HSM6XRTS,0,1.56256,0.65672,0,0,0.57207,0,0.00419,0,15.69405,0,0,0,0.01044,0.03735,0.05273,0.20995,0,0.25395,0.04467,0,0,0.00946,0,1.33012,0,0,0,0,0
MSMAPC5L,0,0,0.03314,0.89286,0,0,0.007,0,0.22401,23.95027,0.50387,3.27658,0,0,0.15423,0,0,0,0.03241,0,0,0,0,0,7.58347,0,0,0.00197,0,0
PSM7J12D,0,0.35557,0,0,0,0.28369,0,0,0,0,0,0,0.01531,0,0,0,0,0,0,0,0.04529,0,0,0,0,0,0,0,0,0
CSM5MCYQ_P,0,3.19967,0.10919,0,0,0.01876,0,0.28133,0.0117,0,0.0199,0,0,0.94676,0,0,0,0,0.6816,0,0,0.00311,0,0,13.3495,0.61505,0,0,0,0
PSM6XBTF_P,0,0,0.00786,0,0,0,0,0.03914,0.07421,0.38071,0.00965,1.13742,0,0,0,0,0,1.54392,0.0088,0,0,0,0,0,18.85641,0,0,0,0,0
MSM79H5K,0.04309,0,0.07314,2.49179,0,0,0,0.1543,0.16143,0,0.57349,8.30428,0,0,0.04315,0,0,3.0304,0.58232,0,0,0,0,0.04164,0.70448,0,0,0,0.0669,0.01387
HSM6XRS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03997,0,0,0,0
CSM67UAO,0,0,0.61561,0,0,0,0.25728,0.55069,0,22.23919,0.04571,0.02561,0,0,0,0,0,0,0,0,0,0,0,0,0.16502,0,0.06857,0,0,0.17824
PSMA265L,0,0,0,0,0.26255,0,0,0,0,0,0,0,0,0.58076,0,0.04403,0,0,0,0.15644,6.4487,0.21658,1.17026,0,0,0.05439,0,0,0,0
HSMA33ME,0,0,2.3981,0,0,0.12611,0,0,0,0,1.07392,0.1972,0,0,0,0,0,2.3107,0,0,0,0,0,0,23.38019,0,0,0,0,0
PSM7J1DL,0.41709,1.00029,0.01596,1.70363,0,0.03612,0,0,0.35683,16.23827,1.81039,6.80731,0,0,0.01484,0,0,0,0.25726,0,0.0018,0,0,0.01461,16.81226,0,0,0,0.01016,0.00855
HSM5MD8H_P,0.1209,0,0.17092,0,0,0.01741,0.08621,0.08611,0,0,0.44473,0,0,0,0.00404,0,0,6.74312,0.17058,0,0,0,0,0,26.05082,0,0,0,0,0
HSM6XRQU,0,3.5601,0,0,0,0,0,0,0,0,0,0,0.01729,0.69434,0,0,0,0,0,0,0,0.32047,0,0,47.27318,0.02994,0,0,0,0
HSMA33RR,0,0,0,0,0,0,0,0.32761,0,0,0,0,0,0,0,0,0,3.37974,0,0,0,0,0,0,6.04791,0,0,0,0,0
HSM5FZBP_P,0,6.25704,0.57954,0,0,0.01632,0,0,0,0.1621,0.83425,4.43909,0,0,0.01524,0,0,0,0,0,0,0.00916,0,0,0.11071,0,0,0,0,0
CSM67UDR,0,0,0,0,0,0.05115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.42047,0,0,0,0,0
HSM5MD6E_P,0.01811,0,0.00534,0,0,0.0269,0.21109,0.00024,0.00548,0,0.01955,0.00558,0,0,0,0,0.03064,4.81104,0.17927,0,0,0,0,0,40.49192,0,0,0,0,0
PSM7J1CS_P,0,0,0,0,0,0,0,0,0,20.36502,0,0,0,0,0,0,0,6.54689,0,0,0,0.03453,0,0,12.27091,0,0,0,0,0
HSM67VEW,0,0.12043,0.14619,0.98026,0,1.05622,0,0.18658,0,17.584,2.2888,6.2502,0,0.02976,0,0,5.37401,0,0.12014,0,0.19811,0,0,0,13.67203,0,0,0,0,0
CSMA8M9R,3.61135,1.78597,0.0574,0.67256,0,0.02599,0,0,0.09851,0,12.59392,5.13534,0,0.03598,0.00189,0,0.16331,4.28095,0,0,0.00842,0,0,0,0,0,0,0.30735,0.00151,0
HSM7J4K4,0,0,0.55522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.78929,0,0,0,0,0
HSM5MD43_P,0,1.81934,0.01338,0,0,0.7718,0,0.00847,0,10.95621,0,0,0,0.01469,0,0,0.06348,0,0.06699,0,1.12654,0,0,0,15.21237,0,0,0,0,0
CSM7KOQX,0,0,0,0.69217,0,0,0,0.01823,0,0,0.29732,3.80625,0,0,0.00732,0,1.18983,0,0.07578,0,0,0,0,0,10.65318,0,0,0,0,0.04252
CSM5MCVD_P,0.754,2.23496,0.07857,0,0,0,0,0.02014,0,0.00114,0,0.12827,0,0,0,0,0,0,0.02082,0,0.02934,0.38405,0.03523,0,2.32587,0,0,0,0,0.0044
HSMA33KQ,0,0,1.58524,0,0.2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02931,2.31741,0,0.04805,0,0,0,0,0,0,0
MSM79H9K,0.27044,0,1.04364,0,0.0768,0.0801,0.25291,0.02806,0,0,0.02368,4.99923,0,0,0.0023,0,12.81536,0,0.28621,4.3466,0.04307,0,0,0,0,0,0,0,0,0.01521
CSM5MCXT,0,0,0.24543,0.87127,0,0,0,0,0,0,0,7.2636,0,0,0.0019,0,8.44774,0,0,0,0.073,0,0,0,2.94194,0,0,0,0,0.21714
CSM67U9T_P,0.06951,0,0.90534,0,0,0,1.39516,1.17836,0,16.77048,0,0.01484,0,0,0,0.01998,0,0.00513,0,0.00219,0,0,0,0,0.12429,0,0,0,0,0
HSM7J4PA,0.29998,0.03298,0.15223,0.86642,0,0.11202,0.0311,0,0.01394,0.59435,0.25301,6.04967,0,0,0.01347,0,0,0,0.86441,0,0,0,0,0,3.27585,0,0,0,0,0
HSM7J4NS,0,0.16939,0,0.4829,0.10148,1.98384,0,0.05204,0.03865,0,0,0,0,0.19947,0.13008,0,0.05837,0,0,0,0,0.01901,0,0,0,0.0408,0,0,0,0
HSM5MD8N_P,5.42001,0.01705,0.01866,0.76565,0.00538,0.01677,0.44658,0.03271,0.09416,0,5.08149,8.89395,0,0,0.00708,0,3.23351,0,0,0,0,0,0.0197,0,0.66028,0,0,0,0,0.27645
MSMA2684,0,0,0,0.46989,0,0.01504,0.05933,0.0395,0.13275,2.91186,0.09011,0.96701,0,0,0,0,26.83504,2.50307,0.05613,0.05291,0,0,0,0,7.71017,0,0,0.04465,0,0
